Date,Session,Source row,Case,Original family or pilot Task IDs,Analytical activity,Activity confidence,Purchasing stage,Stage confidence,Scope,Quality,Included exact minutes,Recorded exact activity minutes,Timing status,Start as recorded,End as recorded,Volume as recorded,INT as recorded,DEC as recorded,Source note,Combined components,Current Task IDs,Register status and confidence,Assignment reason,Existing enrichment rationale,Stage correction on 21 Sep,Actor,Original label type,Original pilot status,Original time field,Original volume INT field,Original recorded eligible text,Source reference,Source file,Source URL,Source commit,Framework version,Raw row verbatim,Raw fields JSON,Row key,Family,Eligible row,Eligible timed row,Analysis minutes,Decision marker positive,INT explicit numeric,Recorded line count,Linked observed case,Dated case reference,Reviewed Analytical activity,Reviewed Activity confidence,Reviewed Purchasing stage,Reviewed Stage confidence,Reviewed Combined components,Reviewed Current Task IDs,Reviewed Register status and confidence,Enrichment reviewed on,Enrichment status,Additional evidence,Recorded clock interval minutes,Concurrent overlap minutes,Classification limitation,Source raw SHA256
2026-09-23,Baseline,1,OBS-01,PO,"Prepare, amend or release a purchase order",C,Ordering,C,INCLUDE,VALID,3,3,Exact recorded interval,11:03,11:06,4L,/,/,Generate the PO and perform Verrichten.,,17;19,Mapped / P,PO generation and Verrichten are explicitly observed. Broad preparation/release is clear; exact register coverage remains provisional and no separate authorization check or Fiatteren is inferred.,,,Arno,live_family,,,,,1: OBS-01; 11:03 to 11:06,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-01 | PO | 11:03 | 11:06 | 4L | / | / | Generate the PO and perform Verrichten. |,"{""Case"": ""OBS-01"", ""Activity"": ""PO"", ""Start"": ""11:03"", ""End"": ""11:06"", ""Volume"": ""4L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Generate the PO and perform Verrichten.""}",2026-09-23 / row 1,PO,1,1,3,0,,4,2026-09-23 / OBS-01,2026-09-23 / OBS-01,"Prepare, amend or release a purchase order",C,Ordering,C,,17;19,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,,3,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,12,OBS-07,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,8,Exact recorded interval,11:25,11:33,/,/,/,Germaine asked about a service order.,,unassigned,Unresolved / ?,A service-order question is recorded under original EXC. Preserve the exclusion; neither normal service purchasing nor a particular aftercare stage is established.,,,Arno,live_family,,,,,12: OBS-07; 11:25 to 11:33,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-07 | EXC | 11:25 | 11:33 | / | / | / | Germaine asked about a service order. |,"{""Case"": ""OBS-07"", ""Activity"": ""EXC"", ""Start"": ""11:25"", ""End"": ""11:33"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Germaine asked about a service order.""}",2026-09-23 / row 12,EXC,0,0,,0,,,2026-09-23 / OBS-07,2026-09-23 / OBS-07,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,8,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,13,OBS-07,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,2,Exact recorded interval,11:34,11:36,/,/,/,/,,unassigned,Unresolved / ?,Original EXC and blank subtype remain unchanged. Same-case context does not establish the particular question or purchasing stage.,,,Arno,live_family,,,,,13: OBS-07; 11:34 to 11:36,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-07 | EXC | 11:34 | 11:36 | / | / | / | / |,"{""Case"": ""OBS-07"", ""Activity"": ""EXC"", ""Start"": ""11:34"", ""End"": ""11:36"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""/""}",2026-09-23 / row 13,EXC,0,0,,0,,,2026-09-23 / OBS-07,2026-09-23 / OBS-07,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,2,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,14,OBS-02,PO,"Prepare, amend or release a purchase order",P,Ordering,P,INCLUDE,VALID,1,1,Exact recorded interval,11:36,11:37,8L,/,/,Enter information on a website.,,unassigned,Unresolved / ?,Entering information on a website occurs within this order-preparation case before pre-control. Broad order preparation is provisional; the website fields and exact register task are unknown.,,,Arno,live_family,,,,,14: OBS-02; 11:36 to 11:37,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-02 | PO | 11:36 | 11:37 | 8L | / | / | Enter information on a website. |,"{""Case"": ""OBS-02"", ""Activity"": ""PO"", ""Start"": ""11:36"", ""End"": ""11:37"", ""Volume"": ""8L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Enter information on a website.""}",2026-09-23 / row 14,PO,1,1,1,0,,8,2026-09-23 / OBS-02,2026-09-23 / OBS-02,"Prepare, amend or release a purchase order",P,Ordering,P,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,1,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,15,OBS-02,CHECK,Check and correct an order before release,C,Ordering,C,INCLUDE,VALID,3,3,Exact recorded interval,11:37,11:40,8L,/,/,Pre-control.,,unassigned,Unresolved / ?,"Pre-control is explicit. Classify the control point, but do not infer the checked field, price comparison, supplier-confirmation comparison or correction.",,,Arno,live_family,,,,,15: OBS-02; 11:37 to 11:40,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-02 | CHECK | 11:37 | 11:40 | 8L | / | / | Pre-control. |,"{""Case"": ""OBS-02"", ""Activity"": ""CHECK"", ""Start"": ""11:37"", ""End"": ""11:40"", ""Volume"": ""8L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Pre-control.""}",2026-09-23 / row 15,CHECK,1,1,3,0,,8,2026-09-23 / OBS-02,2026-09-23 / OBS-02,Check and correct an order before release,C,Ordering,C,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,3,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,16,OBS-02,SEND,Unresolved activity,?,Ordering,P,INCLUDE,VALID,1,1,Exact recorded interval,11:40,11:41,/,/,/,/,,unassigned,Unresolved / ?,"Blank SEND follows PO pre-control. Ordering context is provisional, but document, recipient and purpose are unspecified; Task 23 and supplier-PO sending are not established.",,,Arno,live_family,,,,,16: OBS-02; 11:40 to 11:41,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-02 | SEND | 11:40 | 11:41 | / | / | / | / |,"{""Case"": ""OBS-02"", ""Activity"": ""SEND"", ""Start"": ""11:40"", ""End"": ""11:41"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""/""}",2026-09-23 / row 16,SEND,1,1,1,0,,,2026-09-23 / OBS-02,2026-09-23 / OBS-02,Unresolved activity,?,Ordering,P,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,1,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,17,OBS-07,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,2,Concurrent recorded interval; scope excluded,11:41,11:43,/,/,/,Attempt to call Germaine.,,unassigned,Unresolved / ?,An attempted call to Germaine is explicit within the EXC case. The conversation purpose is not specified. Its two-minute recorded interval overlaps the PO interval by one minute.,,,Arno,live_family,,,,,17: OBS-07; 11:41 to 11:43,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-07 | EXC | 11:41 | 11:43 | / | / | / | Attempt to call Germaine. |,"{""Case"": ""OBS-07"", ""Activity"": ""EXC"", ""Start"": ""11:41"", ""End"": ""11:43"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Attempt to call Germaine.""}",2026-09-23 / row 17,EXC,0,0,,0,,,2026-09-23 / OBS-07,2026-09-23 / OBS-07,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,Yijie confirmed simultaneous activities; supervisor-directed full concurrent duration convention confirmed in conversation on 25 September 2026.,2,1,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,18,OBS-03,PO,"Prepare, amend or release a purchase order",C,Ordering,C,INCLUDE,VALID,3,3,Concurrent recorded activity interval; full duration included,11:42,11:45,7L,/,/,Five lines added.,,17,Mapped / P,"Five lines added; all three recorded minutes are retained under the supervisor-directed concurrent-activity convention, with one concurrent minute flagged separately. This supports amendment/completion, not an inferred MAX search, approval, dispatch or aftercare activity.",,,Arno,live_family,,,,,18: OBS-03; 11:42 to 11:45,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-03 | PO | 11:42 | 11:45 | 7L | / | / | Five lines added. |,"{""Case"": ""OBS-03"", ""Activity"": ""PO"", ""Start"": ""11:42"", ""End"": ""11:45"", ""Volume"": ""7L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Five lines added.""}",2026-09-23 / row 18,PO,1,1,3,0,,7,2026-09-23 / OBS-03,2026-09-23 / OBS-03,"Prepare, amend or release a purchase order",C,Ordering,C,,17,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,Yijie confirmed simultaneous activities; supervisor-directed full concurrent duration convention confirmed in conversation on 25 September 2026.,3,1,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,19,OBS-08,REQ-mail,Receive and complete a defined purchasing request,P,Ordering,P,REVIEW_SCOPE,VALID,,,Untimed,,/,/,/,/,,,1,Mapped / P,"Mail intake precedes a service-order entry. A defined purchasing request is plausible, but routine service procurement versus excluded service/aftercare processing is unresolved.",,,Arno,live_family,,,,,19: OBS-08; untimed,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-08 | REQ-mail | | / | / | / | / | |,"{""Case"": ""OBS-08"", ""Activity"": ""REQ-mail"", ""Start"": """", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}",2026-09-23 / row 19,REQ,0,0,,0,,,2026-09-23 / OBS-08,2026-09-23 / OBS-08,Receive and complete a defined purchasing request,P,Ordering,P,,1,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,,,,Service procurement versus aftercare unresolved. Eight timed minutes across rows 20/22/23 are held separately. Same supplier as OBS-07 does not establish the same case or excluded purpose.,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,20,OBS-08,CLAR,Unresolved activity,?,Unresolved stage,?,REVIEW_SCOPE,VALID,,3,Exact recorded interval,11:46,11:49,/,/,/,Attempt to ask Germaine about something.,,unassigned,Unresolved / ?,Attempting to ask Germaine is explicit but the subject is absent. The later service-order entry and shared supplier do not resolve scope or establish a stage-specific clarification activity.,,,Arno,live_family,,,,,20: OBS-08; 11:46 to 11:49,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-08 | CLAR | 11:46 | 11:49 | / | / | / | Attempt to ask Germaine about something. |,"{""Case"": ""OBS-08"", ""Activity"": ""CLAR"", ""Start"": ""11:46"", ""End"": ""11:49"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Attempt to ask Germaine about something.""}",2026-09-23 / row 20,CLAR,0,0,,0,,,2026-09-23 / OBS-08,2026-09-23 / OBS-08,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,3,,Service procurement versus aftercare unresolved. Eight timed minutes across rows 20/22/23 are held separately. Same supplier as OBS-07 does not establish the same case or excluded purpose.,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,21,OBS-09,OTHER,Unresolved activity,?,Unresolved stage,?,INCLUDE,VALID,12,12,Exact recorded interval,11:49,12:01,/,/,/,Fault in Exact; attempt to resolve it.,,unassigned,U / C,Twelve minutes of attempting to resolve an Exact fault are recorded during purchasing work. System troubleshooting is a known register/catalog gap; retain the observed support work without calling it master-data maintenance or assigning a purchasing stage.,,,Arno,live_family,,,,,21: OBS-09; 11:49 to 12:01,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-09 | OTHER | 11:49 | 12:01 | / | / | / | Fault in Exact; attempt to resolve it. |,"{""Case"": ""OBS-09"", ""Activity"": ""OTHER"", ""Start"": ""11:49"", ""End"": ""12:01"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Fault in Exact; attempt to resolve it.""}",2026-09-23 / row 21,OTHER,1,1,12,0,,,2026-09-23 / OBS-09,2026-09-23 / OBS-09,Unresolved activity,?,Unresolved stage,?,,unassigned,U / C,2026-09-25,Reviewed; retain explicit uncertainties,,12,,"Active Exact troubleshooting retained under OTHER as purchasing support. No matching detailed catalogue activity. If unrelated IT support or passive waiting is confirmed, revise scope/timing; do not invent a new live code.",a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,22,OBS-08,CLAR,Unresolved activity,?,Unresolved stage,?,REVIEW_SCOPE,VALID,,4,Exact recorded interval,12:01,12:05,/,/,/,/,,unassigned,Unresolved / ?,The service-order case contains a blank CLAR interval. Its purpose and routine-purchasing versus aftercare scope remain unresolved.,,,Arno,live_family,,,,,22: OBS-08; 12:01 to 12:05,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-08 | CLAR | 12:01 | 12:05 | / | / | / | / |,"{""Case"": ""OBS-08"", ""Activity"": ""CLAR"", ""Start"": ""12:01"", ""End"": ""12:05"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""/""}",2026-09-23 / row 22,CLAR,0,0,,0,,,2026-09-23 / OBS-08,2026-09-23 / OBS-08,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,4,,Service procurement versus aftercare unresolved. Eight timed minutes across rows 20/22/23 are held separately. Same supplier as OBS-07 does not establish the same case or excluded purpose.,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,23,OBS-08,PO,"Prepare, amend or release a purchase order",P,Ordering,P,REVIEW_SCOPE,VALID,,1,Exact recorded interval,12:05,12:06,/,/,/,Service order.,,17,Mapped / P,The source explicitly says service order. Order preparation is provisional; the record does not settle whether this is ordinary service procurement or excluded service/aftercare processing.,,,Arno,live_family,,,,,23: OBS-08; 12:05 to 12:06,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-08 | PO | 12:05 | 12:06 | / | / | / | Service order. |,"{""Case"": ""OBS-08"", ""Activity"": ""PO"", ""Start"": ""12:05"", ""End"": ""12:06"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Service order.""}",2026-09-23 / row 23,PO,0,0,,0,,,2026-09-23 / OBS-08,2026-09-23 / OBS-08,"Prepare, amend or release a purchase order",P,Ordering,P,,17,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,,1,,Service procurement versus aftercare unresolved. Eight timed minutes across rows 20/22/23 are held separately. Same supplier as OBS-07 does not establish the same case or excluded purpose.,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,24,OBS-08,SEND,Unresolved activity,?,Unresolved stage,?,REVIEW_SCOPE,VALID,,,Untimed,/,/,/,/,/,/,,unassigned,Unresolved / ?,"Untimed SEND in the ambiguous service-order case lacks document, recipient and purpose. Preserve missing duration and unresolved scope.",,,Arno,live_family,,,,,24: OBS-08; untimed,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-08 | SEND | / | / | / | / | / | / |,"{""Case"": ""OBS-08"", ""Activity"": ""SEND"", ""Start"": ""/"", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""/""}",2026-09-23 / row 24,SEND,0,0,,0,,,2026-09-23 / OBS-08,2026-09-23 / OBS-08,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,,,Service procurement versus aftercare unresolved. Eight timed minutes across rows 20/22/23 are held separately. Same supplier as OBS-07 does not establish the same case or excluded purpose.,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,25,OBS-01,SEND,Unresolved activity,?,Ordering,P,INCLUDE,VALID,1,1,Exact recorded interval,12:09,12:10,/,/,/,/,,unassigned,Unresolved / ?,Blank SEND relates to a case with documented PO work. Keep provisional ordering context but do not infer supplier-PO dispatch or Task 23 from the family and sequence alone.,,,Arno,live_family,,,,,25: OBS-01; 12:09 to 12:10,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-01 | SEND | 12:09 | 12:10 | / | / | / | / |,"{""Case"": ""OBS-01"", ""Activity"": ""SEND"", ""Start"": ""12:09"", ""End"": ""12:10"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""/""}",2026-09-23 / row 25,SEND,1,1,1,0,,,2026-09-23 / OBS-01,2026-09-23 / OBS-01,Unresolved activity,?,Ordering,P,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,1,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,26,OBS-03,SEND,Unresolved activity,?,Ordering,P,INCLUDE,VALID,1,1,Exact recorded interval,12:10,12:11,/,/,/,/,,unassigned,Unresolved / ?,Blank SEND relates to a case with documented PO work. Keep provisional ordering context but do not infer supplier-PO dispatch or Task 23 from the family and sequence alone.,,,Arno,live_family,,,,,26: OBS-03; 12:10 to 12:11,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-03 | SEND | 12:10 | 12:11 | / | / | / | / |,"{""Case"": ""OBS-03"", ""Activity"": ""SEND"", ""Start"": ""12:10"", ""End"": ""12:11"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""/""}",2026-09-23 / row 26,SEND,1,1,1,0,,,2026-09-23 / OBS-03,2026-09-23 / OBS-03,Unresolved activity,?,Ordering,P,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,1,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,27,OBS-10,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,2,Exact recorded interval,12:13,12:15,/,/,/,Check the RC transport order.,,unassigned,Unresolved / ?,"Checking the RC transport order is explicit, but its transaction position is unclear. Preserve original EXC and the logistics scope reason without expanding RC or inferring a purchase-control stage.",,,Arno,live_family,,,,,27: OBS-10; 12:13 to 12:15,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-10 | EXC | 12:13 | 12:15 | / | / | / | Check the RC transport order. |,"{""Case"": ""OBS-10"", ""Activity"": ""EXC"", ""Start"": ""12:13"", ""End"": ""12:15"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Check the RC transport order.""}",2026-09-23 / row 27,EXC,0,0,,0,,,2026-09-23 / OBS-10,2026-09-23 / OBS-10,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,2,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,28,OBS-11,REQ-mail,Unresolved activity,?,Unresolved stage,?,INCLUDE,VALID,,,Untimed,/,/,/,/,/,,,1,Mapped / P,"Mail intake into a purchasing clarification case is recorded, but its requirement and stage are unspecified. No excluded purpose or duration is established.",,,Arno,live_family,,,,,28: OBS-11; untimed,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-11 | REQ-mail | / | / | / | / | / | |,"{""Case"": ""OBS-11"", ""Activity"": ""REQ-mail"", ""Start"": ""/"", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}",2026-09-23 / row 28,REQ,1,0,,0,,,2026-09-23 / OBS-11,2026-09-23 / OBS-11,Unresolved activity,?,Unresolved stage,?,,1,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,,,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,29,OBS-11,CLAR,Unresolved activity,?,Unresolved stage,?,INCLUDE,VALID,1,1,Exact recorded interval,12:15,12:16,/,/,/,/,,unassigned,Unresolved / ?,Blank purchasing CLAR supplies no specific task or stage. An intervening transport EXC belongs to another case and does not exclude this row.,,,Arno,live_family,,,,,29: OBS-11; 12:15 to 12:16,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-11 | CLAR | 12:15 | 12:16 | / | / | / | / |,"{""Case"": ""OBS-11"", ""Activity"": ""CLAR"", ""Start"": ""12:15"", ""End"": ""12:16"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""/""}",2026-09-23 / row 29,CLAR,1,1,1,0,,,2026-09-23 / OBS-11,2026-09-23 / OBS-11,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,1,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
