Date,Session,Source row,Case,Original family or pilot Task IDs,Analytical activity,Activity confidence,Purchasing stage,Stage confidence,Scope,Quality,Included exact minutes,Recorded exact activity minutes,Timing status,Start as recorded,End as recorded,Volume as recorded,INT as recorded,DEC as recorded,Source note,Combined components,Current Task IDs,Register status and confidence,Assignment reason,Existing enrichment rationale,Stage correction on 21 Sep,Actor,Original label type,Original pilot status,Original time field,Original volume INT field,Original recorded eligible text,Source reference,Source file,Source URL,Source commit,Framework version,Raw row verbatim,Raw fields JSON
2026-08-28,Pilot,1,OBS-01/09,8–9,"Assess demand, consolidate and decide order timing",P,Ordering,C,INCLUDE,VALID,5,5,Exact recorded interval,09:36,09:41,2L,1,,New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.,,7;8,Mapped / P,MAX search and assessment are supported; translated Tasks 7–8 remain provisional. No actual addition or hold/proceed outcome is inferred.,Translate source pre-31-August Tasks 8–9 to current Tasks 7–8. Maximalisatie supports ordering; actual consolidation (old Task 10/current Task 9) was not recorded. Preserve the merged OBS-01/09 case identity.,,Arno,historical_task_id,P,09:36–09:41,"2L, INT 1",5 / 5,1: OBS-01/09; 09:36–09:41,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-01/09                                                         | 09:36–09:41 | 5   | 8–9             | P     | Maximalisatie                                           | 2L, INT 1      | New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.                                                                                                                                                                           |","{""Case"": ""OBS-01/09"", ""Time"": ""09:36–09:41"", ""Min"": ""5"", ""Task ID"": ""8–9"", ""Status"": ""P"", ""Activity"": ""Maximalisatie"", ""Vol / INT"": ""2L, INT 1"", ""Observation note"": ""New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.""}"
2026-08-31,Baseline,34,OBS-10,REQ-Exact,Receive and complete a defined purchasing request,P,Ordering,P,INCLUDE,VALID,,,Untimed,—,—,—,0,,,,1,Mapped / P,Exact intake relates to the one-PC credit-card purchase variant. Defined-request intake remains provisional.,Exact intake is linked to the documented one-PC credit-card purchase variant. Purchasing-need intake and ordering context are probable; no duration or separate system-navigation task is added.,,Arno,live_family,,,,n/a / n/a,34: OBS-10; untimed,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-10 | REQ-Exact | — | — | — | 0 |  |  |,"{""Case"": ""OBS-10"", ""Activity"": ""REQ-Exact"", ""Start"": ""—"", ""End"": ""—"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": """"}"
2026-08-31,Baseline,35,OBS-10,CLAR,"Prepare, amend or release a purchase order",P,Ordering,P,INCLUDE,VALID,2,2,Exact recorded interval,12:06,12:08,1L,0,Yes,Credit-card action. This is a one-time purchase that is paid via credit card instead of the normal purchasing process. This case = 1 PC.,,unassigned,U / C,"The documented credit-card purchase route fits the catalog alternative-ordering-route subtype provisionally. It does not establish actual payment processing, commercial negotiation or pure decision time.","Previously documented one-time credit-card purchase route is outside the current detailed register. Its ordering purpose is probable; the note does not establish a specific contractual negotiation, payment processing action or pure decision duration.",,Arno,live_family,,,,2 / 2,35: OBS-10; 12:06 to 12:08,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-10 | CLAR | 12:06 | 12:08 | 1L | 0 | Yes | Credit-card action. This is a one-time purchase that is paid via credit card instead of the normal purchasing process. This case = 1 PC. |,"{""Case"": ""OBS-10"", ""Activity"": ""CLAR"", ""Start"": ""12:06"", ""End"": ""12:08"", ""Volume"": ""1L"", ""INT"": ""0"", ""DEC?"": ""Yes"", ""Note"": ""Credit-card action. This is a one-time purchase that is paid via credit card instead of the normal purchasing process. This case = 1 PC.""}"
2026-08-31,Baseline,36,OBS-11,REQ-Exact,Receive and complete a defined purchasing request,P,Ordering,P,INCLUDE,VALID,,,Untimed,—,—,—,0,,,,1,Mapped / C,The Exact-originated request feeds the documented MAX/HOLD/order case. Intake of a defined ordering need remains probable.,Exact-originated intake belongs to the documented MAX/HOLD/order case. Ordering is probable; no initial MAX outcome or decision reasoning is inferred from the intake.,,Arno,live_family,,,,n/a / n/a,36: OBS-11; untimed,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-11 | REQ-Exact | — | — | — | 0 |  |  |,"{""Case"": ""OBS-11"", ""Activity"": ""REQ-Exact"", ""Start"": ""—"", ""End"": ""—"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": """"}"
2026-08-31,Baseline,37,OBS-11,DEC,"Assess demand, consolidate and decide order timing",C,Ordering,C,INCLUDE,VALID,,,Untimed,—,—,—,0,Yes,MAX attempt failed; initial outcome was HOLD / leave until tomorrow.,,11,Mapped / C,The initial HOLD/leave-until-tomorrow outcome is explicit. This tally must not be counted as an additional decision beyond the same HOLD recorded in the following episode.,"The initial HOLD/leave-until-tomorrow outcome is explicitly recorded. Preserve this untimed decision row, but do not count it automatically as an additional distinct decision beyond the same HOLD described in the following PO episode.",,Arno,live_family,,,,n/a / n/a,37: OBS-11; untimed,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-11 | DEC | — | — | — | 0 | Yes | MAX attempt failed; initial outcome was HOLD / leave until tomorrow. |,"{""Case"": ""OBS-11"", ""Activity"": ""DEC"", ""Start"": ""—"", ""End"": ""—"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""Yes"", ""Note"": ""MAX attempt failed; initial outcome was HOLD / leave until tomorrow.""}"
2026-08-31,Baseline,38,OBS-11,PO,Combined activities,P,Ordering,C,INCLUDE,VALID,3,3,Exact recorded interval,12:09,12:12,—,0,Yes,MAX/PO episode. Initial decision was to leave it until tomorrow because the MAX attempt failed. About one minute later he returned and ordered it anyway; reason is unknown.,"Assess demand, consolidate and decide order timing; Prepare, amend or release a purchase order",7;11;17,Mapped / P,MAX/hold consideration and PO preparation are distinct supported grouped components in one recorded interval. Preserve uncertain reversal reasoning and no allocation of minutes between components.,"The source records combined MAX/PO work and an initial HOLD intention. Probable task coverage remains combined in the three minutes. The later reversal reason and exact boundaries are unresolved; no pure decision time, useful-demand finding or additional task duration is reconstructed.",,Arno,live_family,,,,3 / 3,38: OBS-11; 12:09 to 12:12,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-11 | PO | 12:09 | 12:12 | — | 0 | Yes | MAX/PO episode. Initial decision was to leave it until tomorrow because the MAX attempt failed. About one minute later he returned and ordered it anyway; reason is unknown. |,"{""Case"": ""OBS-11"", ""Activity"": ""PO"", ""Start"": ""12:09"", ""End"": ""12:12"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""Yes"", ""Note"": ""MAX/PO episode. Initial decision was to leave it until tomorrow because the MAX attempt failed. About one minute later he returned and ordered it anyway; reason is unknown.""}"
2026-08-31,Baseline,39,OBS-11,PO,"Prepare, amend or release a purchase order",P,Ordering,C,INCLUDE,VALID,,,Untimed,—,—,—,0,Yes,Returned approximately one minute later and ordered after the earlier HOLD intention. Exact resumption time and reason were not captured; retained as an untimed known resumption.,,17,Mapped / P,"The later return to ordering is known, with probable Task 17 coverage. Exact resumption time and motive are absent; no duration is reconstructed.",The source confirms a later ordering resumption but not its precise time or reason. Task 17 is probable; retain a known untimed occurrence without estimating the one-minute gap as duration.,,Arno,live_family,,,,n/a / n/a,39: OBS-11; untimed,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-11 | PO | — | — | — | 0 | Yes | Returned approximately one minute later and ordered after the earlier HOLD intention. Exact resumption time and reason were not captured; retained as an untimed known resumption. |,"{""Case"": ""OBS-11"", ""Activity"": ""PO"", ""Start"": ""—"", ""End"": ""—"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""Yes"", ""Note"": ""Returned approximately one minute later and ordered after the earlier HOLD intention. Exact resumption time and reason were not captured; retained as an untimed known resumption.""}"
2026-08-31,Baseline,40,OBS-12,REQ-Exact,Receive and complete a defined purchasing request,P,Ordering,P,INCLUDE,VALID,,,Untimed,—,—,—,0,,,,1,Mapped / C,Exact intake is linked to documented PO preparation and forwarding. Preserve the probable ordering-request purpose and untimed occurrence.,Previously documented Exact-originated demand leads to PO preparation and forwarding. Ordering context is probable; the intake remains untimed.,,Arno,live_family,,,,n/a / n/a,40: OBS-12; untimed,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-12 | REQ-Exact | — | — | — | 0 |  |  |,"{""Case"": ""OBS-12"", ""Activity"": ""REQ-Exact"", ""Start"": ""—"", ""End"": ""—"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": """"}"
2026-08-31,Baseline,41,OBS-12,PO,"Prepare, amend or release a purchase order",C,Ordering,C,INCLUDE,VALID,2,2,Exact recorded interval,12:15,12:17,1L,0,Yes,"1 line, purchase amount of €411",,17,Mapped / C,PO preparation is documented; the broad historical task range does not establish additional authorization or release actions.,Previously documented PO preparation supports Task 17. The former 17-19 range does not by itself establish authorization or release substeps; keep the two-minute episode intact.,,Arno,live_family,,,,2 / 2,41: OBS-12; 12:15 to 12:17,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-12 | PO | 12:15 | 12:17 | 1L | 0 | Yes | 1 line, purchase amount of €411 |","{""Case"": ""OBS-12"", ""Activity"": ""PO"", ""Start"": ""12:15"", ""End"": ""12:17"", ""Volume"": ""1L"", ""INT"": ""0"", ""DEC?"": ""Yes"", ""Note"": ""1 line, purchase amount of €411""}"
2026-08-31,Baseline,42,OBS-12,SEND,Send the purchase order to the supplier,C,Ordering,C,INCLUDE,VALID,2,2,Exact recorded interval,12:17,12:19,—,0,,,,23,Mapped / C,The earlier enrichment explicitly identifies supplier-facing PO forwarding.,Earlier enrichment explicitly identifies forwarding this PO. No other task or duration is inferred.,,Arno,live_family,,,,2 / 2,42: OBS-12; 12:17 to 12:19,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-12 | SEND | 12:17 | 12:19 | — | 0 |  |  |,"{""Case"": ""OBS-12"", ""Activity"": ""SEND"", ""Start"": ""12:17"", ""End"": ""12:19"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": """"}"
2026-08-31,Baseline,43,OBS-13,REQ-Exact,Unresolved activity,?,Unresolved stage,?,INCLUDE,VALID,,,Untimed,—,—,—,0,,,,1,Mapped / C,"Exact-originated intake is known, but subsequent unspecified information enquiries do not establish requirement definition or defined-request completion.","Exact-originated purchasing-need intake is supported by the earlier enrichment. Subsequent calls obtain unspecified information, so the purchasing stage remains unresolved.",,Arno,live_family,,,,n/a / n/a,43: OBS-13; untimed,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-13 | REQ-Exact | — | — | — | 0 |  |  |,"{""Case"": ""OBS-13"", ""Activity"": ""REQ-Exact"", ""Start"": ""—"", ""End"": ""—"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": """"}"
2026-08-31,Baseline,44,OBS-13,CLAR,Unresolved activity,?,Unresolved stage,?,INCLUDE,VALID,8,8,Exact recorded interval,12:19,12:27,—,0,,"Needed to call an external party for information. After the external call, an internal call was also needed, but the colleague was unavailable, so the case was left.",,4,Mapped / P,External and internal information enquiries are known; their missing-information object and purchasing purpose are not. The activity is not identified as retrieval of an existing document.,"Earlier enrichment relates the external/internal enquiry to request information validation. Task 4 is probable, but the missing information and its transaction-stage purpose are unspecified. Keep all eight eligible minutes without inferring specification or ordering.",,Arno,live_family,,,,8 / 8,44: OBS-13; 12:19 to 12:27,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-13 | CLAR | 12:19 | 12:27 | — | 0 |  | Needed to call an external party for information. After the external call, an internal call was also needed, but the colleague was unavailable, so the case was left. |","{""Case"": ""OBS-13"", ""Activity"": ""CLAR"", ""Start"": ""12:19"", ""End"": ""12:27"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": ""Needed to call an external party for information. After the external call, an internal call was also needed, but the colleague was unavailable, so the case was left.""}"
2026-08-31,Baseline,45,OBS-12,CHECK,Check and process supplier confirmations,C,Monitoring,C,INCLUDE,VALID,4,4,Exact recorded interval,13:19,13:23,1L,0,,Geen leverdatum,,26,Mapped / C,Documented post-order information/confirmation checking identifies a missing delivery date. Do not add a correction or expediting action.,"Earlier enrichment explicitly identifies post-order information/confirmation checking; the note records a missing delivery date. No follow-up, correction or receipt is inferred.",,Arno,live_family,,,,4 / 4,45: OBS-12; 13:19 to 13:23,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-12 | CHECK | 13:19 | 13:23 | 1L | 0 |  | Geen leverdatum |,"{""Case"": ""OBS-12"", ""Activity"": ""CHECK"", ""Start"": ""13:19"", ""End"": ""13:23"", ""Volume"": ""1L"", ""INT"": ""0"", ""DEC?"": """", ""Note"": ""Geen leverdatum""}"
2026-08-31,Baseline,46,OBS-09,CHECK,Unresolved activity,?,Unresolved stage,?,INCLUDE,VALID,1,1,Exact recorded interval,13:23,13:24,1L,0,,,,unassigned,Unresolved / ?,The later CHECK has no identified object or control point. A previously sent PO does not establish confirmation processing.,The afternoon CHECK has no subtype note or specific prior enrichment. An earlier sent PO in the same case does not establish what was compared now. Keep its one eligible minute and unresolved stage.,,Arno,live_family,,,,1 / 1,46: OBS-09; 13:23 to 13:24,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-09 | CHECK | 13:23 | 13:24 | 1L | 0 |  |  |,"{""Case"": ""OBS-09"", ""Activity"": ""CHECK"", ""Start"": ""13:23"", ""End"": ""13:24"", ""Volume"": ""1L"", ""INT"": ""0"", ""DEC?"": """", ""Note"": """"}"
2026-08-31,Baseline,47,OBS-14,REQ-Exact,Receive and complete a defined purchasing request,P,Ordering,P,INCLUDE,VALID,,,Untimed,—,—,—,0,,,,1,Mapped / P,"Exact intake is linked to a credit-card purchasing route, supporting probable defined-request intake.",Exact intake is linked to the documented credit-card purchase-route decision. Task 1 and ordering context are probable; the source supplies no separate intake duration.,,Arno,live_family,,,,n/a / n/a,47: OBS-14; untimed,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-14 | REQ-Exact | — | — | — | 0 |  |  |,"{""Case"": ""OBS-14"", ""Activity"": ""REQ-Exact"", ""Start"": ""—"", ""End"": ""—"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": """"}"
2026-08-31,Baseline,48,OBS-14,DEC,"Prepare, amend or release a purchase order",P,Ordering,P,INCLUDE,VALID,,,Untimed,—,—,—,0,Yes,Credit card,,unassigned,U / C,The credit-card route decision fits the alternative-ordering-route subtype provisionally. Preserve the untimed decision without asserting contracting or payment execution.,"The original decision concerns the credit-card purchase variant, outside the current register. Ordering context is probable; no contracting negotiation or timed cognition is asserted.",,Arno,live_family,,,,n/a / n/a,48: OBS-14; untimed,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-14 | DEC | — | — | — | 0 | Yes | Credit card |,"{""Case"": ""OBS-14"", ""Activity"": ""DEC"", ""Start"": ""—"", ""End"": ""—"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""Yes"", ""Note"": ""Credit card""}"
2026-08-31,Baseline,49,OBS-14,SEND,"Prepare, amend or release a purchase order",P,Ordering,P,INCLUDE,VALID,1,1,Exact recorded interval,13:25,13:26,—,0,,Inform colleague,,unassigned,U / C,"Informing a colleague supports the documented credit-card ordering route. Classify as provisional coordination within that route, not supplier-facing PO forwarding.","The source and earlier enrichment identify informing a colleague within the credit-card purchase case, rather than supplier PO forwarding. Ordering-related coordination is probable; no Task 23 is assigned.",,Arno,live_family,,,,1 / 1,49: OBS-14; 13:25 to 13:26,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-14 | SEND | 13:25 | 13:26 | — | 0 |  | Inform colleague |,"{""Case"": ""OBS-14"", ""Activity"": ""SEND"", ""Start"": ""13:25"", ""End"": ""13:26"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": ""Inform colleague""}"
2026-08-31,Baseline,50,OBS-15,REQ-Exact,Receive and complete a defined purchasing request,P,Ordering,P,INCLUDE,VALID,,,Untimed,—,—,—,0,,,,1,Mapped / C,"Exact demand intake precedes the documented MAX/PO episode, giving probable defined-request intake.",Previously documented Exact demand intake precedes the documented MAX/PO episode. Ordering is probable; retain the untimed occurrence.,,Arno,live_family,,,,n/a / n/a,50: OBS-15; untimed,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-15 | REQ-Exact | — | — | — | 0 |  |  |,"{""Case"": ""OBS-15"", ""Activity"": ""REQ-Exact"", ""Start"": ""—"", ""End"": ""—"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": """"}"
2026-08-31,Baseline,51,OBS-15,DEC,"Assess demand, consolidate and decide order timing",P,Ordering,C,INCLUDE,VALID,,,Untimed,—,—,—,0,Yes,MAX,,unassigned,Unresolved / ?,The tally states MAX but does not identify an independent decision or precise substep. Link provisionally to demand/consolidation work without adding an event beyond the following combined episode.,"The standalone DEC note says only MAX, while the next timed episode already includes MAX and a decision flag. No distinct decision task or extra decision count is established; preserve the raw tally without duplicating the following event.",,Arno,live_family,,,,n/a / n/a,51: OBS-15; untimed,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-15 | DEC | — | — | — | 0 | Yes | MAX |,"{""Case"": ""OBS-15"", ""Activity"": ""DEC"", ""Start"": ""—"", ""End"": ""—"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""Yes"", ""Note"": ""MAX""}"
2026-08-31,Baseline,52,OBS-15,PO,Combined activities,P,Ordering,C,INCLUDE,VALID,5,5,Exact recorded interval,13:26,13:31,16L,0,Yes,"MAX and PO occurred seamlessly: 12L original; 4L added; 16L total. Treat the 5 minutes as combined PO/MAX active time, not pure decision time.","Assess demand, consolidate and decide order timing; Prepare, amend or release a purchase order",7;9;17,Mapped / P,"Four same-supplier lines are added during seamless MAX and PO work. Demand consolidation and PO preparation are distinct supported catalog components, retained as one five-minute episode.","Explicit seamless MAX/PO work added four same-supplier lines to twelve. Search/consolidation and PO preparation are probable combined task coverage; no separate Task 8 choice, post-MAX outcome or minute split is inferred.",,Arno,live_family,,,,5 / 5,52: OBS-15; 13:26 to 13:31,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-15 | PO | 13:26 | 13:31 | 16L | 0 | Yes | MAX and PO occurred seamlessly: 12L original; 4L added; 16L total. Treat the 5 minutes as combined PO/MAX active time, not pure decision time. |","{""Case"": ""OBS-15"", ""Activity"": ""PO"", ""Start"": ""13:26"", ""End"": ""13:31"", ""Volume"": ""16L"", ""INT"": ""0"", ""DEC?"": ""Yes"", ""Note"": ""MAX and PO occurred seamlessly: 12L original; 4L added; 16L total. Treat the 5 minutes as combined PO/MAX active time, not pure decision time.""}"
2026-08-31,Baseline,53,OBS-15,SEND,Send the purchase order to the supplier,C,Ordering,C,INCLUDE,VALID,1,1,Exact recorded interval,13:33,13:34,—,0,,,,23,Mapped / C,The earlier enrichment identifies supplier-facing PO forwarding. Preserve written source order.,Earlier enrichment identifies forwarding the PO. Preserve its written row order even though another case has an earlier clock interval.,,Arno,live_family,,,,1 / 1,53: OBS-15; 13:33 to 13:34,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-15 | SEND | 13:33 | 13:34 | — | 0 |  |  |,"{""Case"": ""OBS-15"", ""Activity"": ""SEND"", ""Start"": ""13:33"", ""End"": ""13:34"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": """"}"
2026-08-31,Baseline,54,OBS-16,REQ-Exact,Receive and complete a defined purchasing request,P,Ordering,P,INCLUDE,VALID,,,Untimed,—,—,—,0,,,,1,Mapped / C,Exact-originated intake belongs to the original order preparation. Its probable defined-request purpose is independent of later unpaid-PO aftercare.,Previously documented Exact intake belongs to this case's original order preparation. It remains eligible independently of the later unpaid-PO aftercare call.,,Arno,live_family,,,,n/a / n/a,54: OBS-16; untimed,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-16 | REQ-Exact | — | — | — | 0 |  |  |,"{""Case"": ""OBS-16"", ""Activity"": ""REQ-Exact"", ""Start"": ""—"", ""End"": ""—"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": """"}"
2026-08-31,Baseline,55,OBS-16,PO,"Prepare, amend or release a purchase order",C,Ordering,C,INCLUDE,VALID,1,1,Exact recorded interval,13:32,13:33,4L,0,,Order amount: €422,,17,Mapped / C,Original PO preparation is documented. Later payment-related aftercare does not alter its activity or establish approval/release substeps.,Previously documented PO preparation supports Task 17 only; the order value and former 17-19 range do not establish separate authorization/release actions. Later aftercare does not exclude this original preparation.,,Arno,live_family,,,,1 / 1,55: OBS-16; 13:32 to 13:33,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-16 | PO | 13:32 | 13:33 | 4L | 0 |  | Order amount: €422 |,"{""Case"": ""OBS-16"", ""Activity"": ""PO"", ""Start"": ""13:32"", ""End"": ""13:33"", ""Volume"": ""4L"", ""INT"": ""0"", ""DEC?"": """", ""Note"": ""Order amount: €422""}"
2026-08-31,Baseline,56,OBS-16,SEND,Send the purchase order to the supplier,C,Ordering,C,INCLUDE,VALID,1,1,Exact recorded interval,13:34,13:35,—,0,,Corrected from 13:33–13:35; original entry was a timing typo.,,23,Mapped / C,Supplier-facing PO forwarding is documented in the source-corrected interval. Subsequent aftercare is a different episode.,Previously documented forwarding retains the source-verified corrected interval 13:34-13:35. Later aftercare does not exclude this row.,,Arno,live_family,,,,1 / 1,56: OBS-16; 13:34 to 13:35,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-16 | SEND | 13:34 | 13:35 | — | 0 |  | Corrected from 13:33–13:35; original entry was a timing typo. |,"{""Case"": ""OBS-16"", ""Activity"": ""SEND"", ""Start"": ""13:34"", ""End"": ""13:35"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": ""Corrected from 13:33–13:35; original entry was a timing typo.""}"
